16.28,4,0
32.1,7,0
47.46,10,0.5417148
62.48,9,0.6019054
77.68,12,0.9081562
92.72,12,0.9081562
108.54,16,8.661506
123.58,19,20.202
138.8,22,18.34572
153.94,25,13.55671
169.56,28,9.790759
184.64,30,12.57961
205.32,29,20.7905
221.02,30,24.99097
236.22,31,22.57698
251.64,33,23.62782
267.1,38,35.20259
282.9,39,32.21637
299.58,39,33.91309
314.62,42,29.23274
329.82,40,29.6683
345.12,40,42.40046
360.72,45,39.48984
376.18,44,35.94149
391.42,46,39.82476
406.68,48,35.70213
421.92,48,36.43933
437.28,50,37.74646
452.64,50,33.45304
467.86,49,35.29371
483.16,49,33.85921
498.54,49,35.32264
513.84,49,34.1022
528.86,49,36.15131
544.14,50,36.99136
559.54,50,38.19665
574.82,49,38.15339
590.04,50,39.16503
605.18,50,41.74221
620.32,48,39.75634
635.56,50,41.61445
650.88,50,41.61445
665.98,47,34.92086
681.46,48,40.49693
696.58,50,39.24088
711.62,50,48.31998
727,49,48.45804
742.28,47,45.03442
757.48,48,41.03042
772.62,45,37.09219
788.1,46,36.13831
803.3,49,34.18638
818.36,50,38.5387
833.6,50,38.23094
848.62,47,36.86268
864.08,48,39.49745
879.58,46,35.57838
895.06,43,36.52361
910.3,44,34.8317
925.68,43,34.33588
941.08,40,33.42185
956.42,40,37.01789
971.42,44,32.16449
986.68,46,31.81865
1002.12,46,41.05964
1017.14,42,37.46586
1032.14,41,38.32987
1047.56,40,36.12849
1062.96,35,37.64758
1078.08,37,42.97146
1093.34,38,38.37702
1108.64,38,38.38659
1123.72,39,36.49746
1138.76,38,32.90391
1153.8,37,40.64049
1169.18,41,35.97549
1184.68,41,37.999
1199.72,44,35.97045
1215.18,42,29.72321
1230.58,43,39.98041
1245.96,45,36.88939
1261.3,46,35.48899
1276.74,50,34.71763
1291.86,49,40.8248
1307.4,50,38.03731
1322.74,49,35.11276
1338.08,50,35.17932
1353.32,48,33.28127
1369.06,49,40.62304
1384.32,50,44.22538
1399.66,47,42.47674
1415.16,46,46.89634
1430.3,48,42.21435
1445.62,49,52.02721
1460.7,50,48.81558
1475.72,50,45.88416
1491.38,49,43.28601
1506.6,50,40.43835
1521.68,47,37.07011
1537.04,46,40.01618
1552.32,48,36.64683
1567.86,49,43.49694
1582.88,49,41.57456
1598.3,48,46.56604
1613.32,49,46.67137
1628.58,50,44.58636
1643.92,49,42.97675
1659.22,48,42.21359
1674.86,46,41.51815
1690.18,47,43.28945
1705.48,47,52.47082
1720.78,47,52.82626
1736.3,48,49.5551
1751.52,49,48.67064
1766.66,50,45.60765
1782.08,50,45.98638
1797.22,48,46.1538
1812.66,49,42.44429
1827.78,50,43.60336
1843.3,50,51.77908
1858.64,49,57.78567
1874.28,50,57.37991
1889.28,50,52.58104
1904.88,47,53.12157
1919.98,50,49.40741
1935.28,50,49.09703
1951,50,47.01628
1966.1,50,45.08524
1981.3,50,46.29721
1996.92,49,46.44926
2011.98,45,55.01012
2027.52,44,53.18274
2042.84,44,49.89845
2058.16,45,45.43792
2073.66,47,44.67695
2088.78,47,41.95468
2104.04,49,39.65507
2119.44,50,33.62703
2134.98,49,42.45916
2150.24,50,45.80068
2165.7,50,47.81581
2181.04,50,47.92971
2196.08,50,44.72124
2211.52,49,47.85613
2227.02,49,47.15152
2242.22,50,42.67583
2257.56,50,39.20488
2273.04,49,40.8274
2288.2,50,41.13836
2303.24,50,43.56023
2318.44,50,43.43565
2333.84,46,46.60418
2349.24,44,44.60569
2364.72,43,38.34876
2380.1,46,35.29931
2395.48,50,32.42202
2410.58,48,36.96202
2425.7,48,35.76056
2441.1,45,37.27693
2456.46,50,37.01915
2471.94,50,33.97585
2487,49,41.2113
2502.4,50,40.88138
2518.18,49,38.25833
2533.46,47,37.52774
2548.7,49,37.54995
2563.82,49,43.43671
2579.3,49,39.21848
2594.42,50,42.65403
2609.82,50,41.42805
2625.18,48,38.52328
2640.56,47,41.9375
2655.98,48,38.94023
2671.6,46,37.06441
2686.72,49,31.91753
2702.26,47,28.94846
2717.7,46,36.81397
2732.86,47,35.05053
2747.98,46,39.84576
2763.68,45,36.83965
2778.98,45,35.93076
2794.34,48,34.44563
2809.52,49,32.00122
2825.22,50,30.53646
2840.42,50,35.37555
2855.44,49,32.65396
2870.98,48,40.12194
2886.34,50,42.34617
2901.96,49,40.45698
2917.54,49,42.3416
2932.76,50,40.20657
2948.34,49,41.19423
2963.96,49,40.53981
2979.42,50,46.88111
2995.26,49,44.04588
3010.98,50,47.13381
3026.1,49,45.42157
3041.56,49,41.7756
3057.06,50,41.66301
3072.14,47,44.85048
3087.28,49,40.82771
3102.82,50,43.5052
3118.3,50,41.36267
3133.68,48,42.47454
3149.02,48,41.63531
3164.68,48,46.77737
3180.46,50,43.77348
3195.9,50,42.58707
3210.98,49,43.64342
3226.08,45,41.67975
3241.8,48,39.07418
3256.98,50,37.92856
3272.36,48,36.57521
3287.52,49,40.29948
3302.9,50,39.82901
3318.06,50,37.36005
3333.48,50,40.02163
3348.72,49,38.82058
3364.08,50,39.16773
3379.22,50,38.8701
3394.38,49,40.69035
3409.6,49,39.37213
3424.88,48,41.23012
3440.58,46,41.04373
3455.76,49,46.95109
3471.08,49,43.98696
3486.7,50,40.64758
3502.22,49,45.09724
3517.62,50,47.42492
3532.9,50,48.56912
3548.12,50,48.48912
3563.3,47,56.39758
3578.44,49,54.80044
3593.8,48,51.97551
3609.28,45,50.00452
3624.54,44,46.2427
3640.16,46,50.63649
3655.9,48,50.10811
3671.46,48,44.31876
3686.86,49,38.76869
3702.18,48,39.73436
3717.46,50,41.02618
3732.8,50,42.88755
3748.18,50,40.65217
3763.68,49,36.93198
3779.22,48,40.02567
3794.82,50,39.96902
3810.26,50,37.15583
3826,50,36.78757
3841.18,50,35.59719
3856.36,50,38.55337
3871.54,50,39.74032
3886.62,50,47.68881
3901.78,50,48.3591
3917.04,50,47.83634
3932.18,48,48.90628
3947.56,50,61.87471
3962.9,50,56.70832
3978.32,49,51.69526
3993.54,49,49.28354
4009.06,49,49.46551
4024.58,47,50.4091
4039.6,48,44.88715
4054.9,50,43.09166
4070.08,48,48.0555
4085.66,50,50.28513
4100.7,50,48.6208
4116.26,48,48.09195
4131.6,45,45.56318
4147.08,41,45.99203
4162.32,39,43.45205
4177.7,36,44.41003
4193.14,38,45.74497
4208.54,40,40.57076
4223.82,38,38.05241
4239.32,39,45.34134
4254.36,41,39.22039
4269.56,44,34.58509
4285.08,49,31.84488
4300.48,46,30.15481
4315.78,49,35.31203
4331.26,49,37.40694
4346.74,48,39.7982
4361.76,49,38.41382
4376.82,50,35.14947
4392.36,50,36.83374
4407.72,50,35.21109
4423.12,46,42.20313
4438.4,46,39.81892
4453.42,43,44.06632
4469.42,47,42.9641
4484.74,44,41.50049
4500.18,47,37.9446
4515.6,49,34.13825
4530.62,49,40.65692
4545.72,48,39.62255
4560.92,49,38.75187
4576.46,49,40.54344
4591.58,49,48.01913
4608.1,50,44.57065
4623.56,47,45.2426
4638.94,49,43.55737
4654.46,50,42.99775
4669.5,50,39.95974
4684.92,50,37.33044
4700.16,41,43.70008
4715.28,45,40.06848
4730.34,43,38.47416
4745.54,45,34.03067
4760.8,45,42.05973
4776.16,44,38.41176
4791.64,45,37.9726
4806.8,46,37.0036
4822.26,44,37.53011
4837.64,46,36.43091
4853.2,45,32.79589
4868.68,43,36.80262
4884.02,45,40.37197
4899.6,48,42.19791
4915.2,49,42.1131
4930.38,48,45.80087
4945.68,45,47.0583
4960.76,43,44.07465
4976.22,43,45.64115
4991.28,44,41.0206
5006.46,47,41.40223
